Superlattice								SYK2								Anderson				AA			
W=1.0				W=7.5				gamma=0.2				gamma=0.5				W=30				Alpha=1.5			
Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda
-3.80772	-1.56777	-6.11524	-2.95584	-3.88019	-0.38994	-6.12441	-1.14807	-1.11076	-3.60658	-1.52254	-4.07132	-0.99007	-1.42187	-1.36189	-1.72934	-10.76665	-0.6007	-13.63959	-0.26772	-1.9136	-2.373	-1.99982	-2.79085
-3.80006	-1.72125	-6.1138	-2.95487	-3.8715	-0.47336	-6.11987	-1.15294	-1.10856	-3.64959	-1.52196	-4.04036	-0.98543	-1.35157	-1.36155	-1.70389	-10.67385	-0.8994	-13.63516	-1.1316	-1.91176	-2.3698	-1.99982	-2.79085
-3.77665	-1.57814	-6.10981	-2.92167	-3.8311	-0.41439	-6.11792	-1.14497	-1.10454	-3.51714	-1.52138	-4.09216	-0.98076	-1.27644	-1.3614	-1.72183	-10.65483	-0.7946	-13.63419	0.06435	-1.90991	-2.36659	-1.99981	-2.79085
-3.77181	-1.67923	-6.10485	-2.93423	-3.82499	-0.42162	-6.11548	-1.15489	-1.1001	-3.75809	-1.52078	-4.08326	-0.97877	-1.3205	-1.36085	-1.72846	-10.64215	-0.78522	-13.63376	-1.3413	-1.90804	-2.3634	-1.99981	-2.79084
-3.76665	-1.58259	-6.10375	-2.92725	-3.82104	-0.44347	-6.1119	-1.1423	-1.09728	-3.61093	-1.52036	-4.08013	-0.97401	-1.34137	-1.36053	-1.7448	-10.63313	1.71012	-13.63152	-0.77035	-1.90615	-2.36018	-1.9998	-2.79084
-3.75238	-1.63163	-6.10102	-2.92971	-3.81501	-0.38504	-6.11133	-1.14726	-1.093	-3.46471	-1.52027	-4.04081	-0.97217	-1.25556	-1.36025	-1.70682	-10.62655	-0.02842	-13.62887	0.83598	-1.90424	-2.35696	-1.9998	-2.79084
-3.75009	-1.5566	-6.09773	-2.93258	-3.80575	-0.37013	-6.10812	-1.14846	-1.08998	-3.46816	-1.52005	-4.05974	-0.96981	-1.40654	-1.35989	-1.73335	-10.62102	-0.80913	-13.6233	-1.25128	-1.90231	-2.35372	-1.9998	-2.79084
-3.72019	-1.73651	-6.09515	-2.93147	-3.79033	-0.36047	-6.10424	-1.14049	-1.08618	-3.5258	-1.51927	-4.06698	-0.96616	-1.39488	-1.35962	-1.69238	-10.60881	1.45713	-13.62267	-0.16978	-1.90036	-2.35047	-1.99979	-2.79084
-3.7008	-1.66311	-6.09277	-2.92169	-3.76828	-0.38517	-6.1037	-1.15242	-1.08188	-3.47339	-1.51896	-4.08092	-0.96342	-1.26504	-1.35943	-1.74698	-10.58976	-1.16621	-13.62216	-1.05531	-1.89839	-2.34721	-1.99979	-2.79083
-3.68921	-1.50054	-6.08839	-2.92874	-3.74297	-0.32355	-6.09936	-1.13734	-1.07998	-3.56824	-1.51859	-4.06412	-0.95922	-1.29489	-1.359	-1.7518	-10.55749	3.04553	-13.61974	-0.19676	-1.89641	-2.34394	-1.99978	-2.79083
-3.68528	-1.60095	-6.08499	-2.93498	-3.73371	-0.32092	-6.09792	-1.16114	-1.07703	-3.5992	-1.51841	-4.05741	-0.95611	-1.46823	-1.35843	-1.74118	-10.51044	1.81765	-13.61882	-0.44997	-1.89441	-2.34065	-1.99978	-2.79083
-3.67622	-1.5691	-6.08186	-2.93298	-3.72869	-0.31949	-6.09525	-1.13698	-1.06994	-3.57238	-1.51779	-4.06758	-0.95295	-1.21544	-1.35798	-1.73244	-10.49556	-0.99243	-13.61788	-0.51293	-1.89238	-2.33734	-1.99977	-2.79083
-3.66103	-1.55345	-6.07945	-2.92688	-3.71081	-0.26256	-6.09004	-1.15133	-1.06779	-3.56682	-1.51762	-4.05796	-0.95173	-1.23829	-1.35762	-1.73804	-10.48617	1.3598	-13.60839	-0.75109	-1.89034	-2.33401	-1.99977	-2.79082
-3.64247	-1.57124	-6.07501	-2.95659	-3.70128	-0.2809	-6.08932	-1.14429	-1.06347	-3.64241	-1.51707	-4.03127	-0.95009	-1.21461	-1.35742	-1.7112	-10.45492	0.60949	-13.60248	-1.05402	-1.88828	-2.33067	-1.99977	-2.79082
-3.62231	-1.45452	-6.07423	-2.91497	-3.69145	-0.43324	-6.08645	-1.13728	-1.05887	-3.59926	-1.51663	-4.04258	-0.94535	-1.28443	-1.35699	-1.74835	-10.44481	0.82216	-13.60055	-1.67777	-1.88621	-2.32731	-1.99976	-2.79082
-3.61769	-1.59333	-6.07359	-2.91445	-3.67428	-0.32522	-6.08556	-1.14199	-1.05591	-3.34719	-1.51651	-4.01698	-0.94464	-1.27812	-1.35644	-1.71747	-10.43646	1.01069	-13.59612	-0.60045	-1.88411	-2.32393	-1.99976	-2.79082
-3.60799	-1.52668	-6.06936	-2.90396	-3.65379	-0.2871	-6.0825	-1.14735	-1.05442	-3.7259	-1.51628	-4.05788	-0.93977	-1.26063	-1.35622	-1.76841	-10.37826	-0.49205	-13.59571	0.32459	-1.882	-2.32055	-1.99975	-2.79081
-3.59139	-1.33851	-6.06768	-2.92598	-3.64509	-0.35617	-6.0789	-1.13653	-1.04923	-3.45956	-1.51594	-4.0678	-0.93498	-1.1252	-1.35572	-1.72612	-10.36992	-0.90069	-13.59374	0.09296	-1.87986	-2.31722	-1.99975	-2.79081
-3.56809	-1.48172	-6.06447	-2.93447	-3.63199	-0.36187	-6.07628	-1.13986	-1.04791	-3.45076	-1.51545	-4.09097	-0.93413	-1.35165	-1.35542	-1.7405	-10.33092	-0.35332	-13.58612	-2.41313	-1.87771	-2.31342	-1.99974	-2.79081
-3.56151	-1.43425	-6.06214	-2.92297	-3.62942	-0.30177	-6.07601	-1.12283	-1.04107	-3.61164	-1.51469	-4.05636	-0.93089	-1.24417	-1.35493	-1.74074	-10.32365	1.20913	-13.58007	-0.52779	-1.87554	-2.31009	-1.99974	-2.79081
-3.54251	-1.3172	-6.05817	-2.93787	-3.60434	-0.30731	-6.07341	-1.14283	-1.03974	-3.49584	-1.51454	-4.05069	-0.9292	-1.40451	-1.35448	-1.72604	-10.32176	1.19525	-13.57469	-3.3174	-1.87335	-2.30662	-1.99973	-2.7908
-3.53794	-1.46695	-6.05598	-2.93537	-3.59194	-0.2907	-6.06853	-1.13943	-1.03497	-3.43822	-1.51413	-4.05872	-0.92749	-1.35095	-1.3542	-1.72434	-10.29934	-1.58287	-13.57236	1.45202	-1.87114	-2.30311	-1.99973	-2.7908
-3.52148	-1.27308	-6.05437	-2.93435	-3.58553	-0.26012	-6.06567	-1.13554	-1.03429	-3.57386	-1.51379	-4.0755	-0.92361	-1.37244	-1.35385	-1.74516	-10.26538	2.8574	-13.57193	-0.95198	-1.86892	-2.29957	-1.99972	-2.7908
-3.50579	-1.46911	-6.05205	-2.92808	-3.56524	-0.31067	-6.0642	-1.14002	-1.02944	-3.32042	-1.51361	-4.06965	-0.92209	-1.20769	-1.35356	-1.73214	-10.25436	-0.27786	-13.57066	2.18605	-1.86667	-2.29601	-1.99972	-2.7908
-3.50408	-1.40473	-6.04855	-2.92402	-3.55857	-0.34635	-6.0623	-1.12789	-1.02602	-3.40634	-1.51283	-4.06133	-0.91926	-1.24968	-1.35302	-1.71723	-10.23557	-1.81411	-13.57021	1.04683	-1.86441	-2.29243	-1.99971	-2.79079
-3.4918	-1.39379	-6.0479	-2.90452	-3.54575	-0.24454	-6.05984	-1.14738	-1.02426	-3.49686	-1.51271	-4.06417	-0.91478	-1.03925	-1.35276	-1.73402	-10.22006	-1.0904	-13.56005	0.02974	-1.86213	-2.28882	-1.99971	-2.79079
-3.47742	-1.55888	-6.04465	-2.89842	-3.52404	-0.17974	-6.05658	-1.12989	-1.02299	-3.45995	-1.51237	-4.05235	-0.91347	-1.28368	-1.35269	-1.77522	-10.20093	0.59718	-13.55826	1.21752	-1.85983	-2.28518	-1.99971	-2.79079
-3.4547	-1.35322	-6.04292	-2.89493	-3.51006	-0.23865	-6.05564	-1.13565	-1.02057	-3.55559	-1.51173	-4.08351	-0.90792	-1.19469	-1.35258	-1.71639	-10.18062	-1.04731	-13.55683	-1.99085	-1.85751	-2.28152	-1.9997	-2.79078
-3.43026	-1.22675	-6.03973	-2.92442	-3.5	-0.19046	-6.05155	-1.1332	-1.01689	-3.4611	-1.51149	-4.04534	-0.90691	-1.25079	-1.35184	-1.72325	-10.15113	-1.77719	-13.55214	-0.13771	-1.85518	-2.27783	-1.9997	-2.79078
-3.42116	-1.33156	-6.03853	-2.91194	-3.49688	-0.32507	-6.04837	-1.13534	-1.01522	-3.48892	-1.51118	-4.07796	-0.90494	-1.118	-1.35131	-1.71711	-10.13827	0.73891	-13.54014	-1.32284	-1.85282	-2.27412	-1.99969	-2.79078
-3.41418	-1.32068	-6.03725	-2.94424	-3.48878	-0.15537	-6.04544	-1.13375	-1.01258	-3.44185	-1.51077	-4.0364	-0.90294	-1.2738	-1.35105	-1.72813	-10.13677	-0.38735	-13.53275	-0.18848	-1.85045	-2.27038	-1.99969	-2.79078
-3.40101	-1.34301	-6.03457	-2.90918	-3.47033	-0.28341	-6.04509	-1.13915	-1.00669	-3.44335	-1.51053	-4.04941	-0.89985	-1.32089	-1.35056	-1.73057	-10.11836	0.54792	-13.53075	-0.60407	-1.84806	-2.26667	-1.99968	-2.79077
-3.38639	-1.29491	-6.03239	-2.90548	-3.45571	-0.25686	-6.0426	-1.14569	-1.00278	-3.28469	-1.51014	-4.05128	-0.89628	-1.38984	-1.35033	-1.71692	-10.11209	0.27538	-13.52839	-1.25169	-1.84565	-2.26286	-1.99967	-2.79077
-3.36831	-1.24429	-6.03012	-2.90459	-3.44678	-0.27721	-6.04033	-1.13463	-1.00055	-3.43111	-1.50988	-4.07218	-0.89379	-1.13832	-1.34983	-1.7086	-10.10246	-0.68248	-13.51924	0.9957	-1.84322	-2.25905	-1.99967	-2.79077
-3.36141	-1.26774	-6.02653	-2.91991	-3.43113	-0.34506	-6.03934	-1.12054	-0.9969	-3.40418	-1.50964	-4.04135	-0.88889	-1.29117	-1.34968	-1.72853	-10.08461	-1.13958	-13.51739	-2.20819	-1.84078	-2.25521	-1.99966	-2.79076
-3.34851	-1.31925	-6.02629	-2.91149	-3.4208	-0.20345	-6.03782	-1.12844	-0.9936	-3.35834	-1.50947	-4.06501	-0.88669	-1.31063	-1.34938	-1.75037	-10.05667	-0.05499	-13.51695	2.15996	-1.83831	-2.25136	-1.99966	-2.79076
-3.34373	-1.32705	-6.02365	-2.9205	-3.40334	-0.09788	-6.0369	-1.12381	-0.99143	-3.5128	-1.50845	-4.03156	-0.88564	-1.22097	-1.34924	-1.72341	-10.05294	-1.0868	-13.51514	1.56614	-1.83583	-2.24748	-1.99965	-2.79076
-3.33332	-1.21951	-6.02106	-2.90725	-3.3936	-0.31424	-6.0354	-1.1291	-0.98753	-3.42125	-1.50831	-4.05303	-0.88046	-1.20058	-1.34878	-1.6889	-9.99296	-1.33167	-13.51449	-0.55162	-1.83333	-2.24358	-1.99965	-2.79075
-3.32873	-1.39308	-6.01929	-2.9086	-3.36891	-0.20192	-6.03054	-1.12908	-0.98556	-3.36003	-1.50788	-4.04945	-0.8766	-1.23589	-1.34848	-1.76994	-9.95763	2.46118	-13.50814	-1.1552	-1.83082	-2.23966	-1.99964	-2.79075
-3.31296	-1.22356	-6.01633	-2.89388	-3.34924	-0.18048	-6.02858	-1.12875	-0.97939	-3.51958	-1.50746	-4.04341	-0.87354	-1.22994	-1.34808	-1.72781	-9.92382	-0.758	-13.50794	-1.12013	-1.82828	-2.23572	-1.99964	-2.79075
-3.299	-1.19523	-6.01365	-2.91768	-3.33949	-0.08461	-6.02605	-1.13357	-0.97874	-3.42768	-1.50736	-4.05011	-0.86962	-1.2758	-1.34779	-1.69332	-9.85965	0.30388	-13.50704	0.09471	-1.82573	-2.23176	-1.99963	-2.79075
-3.28728	-1.24932	-6.0119	-2.89828	-3.3363	-0.1636	-6.02254	-1.13363	-0.97768	-3.43777	-1.50711	-4.03827	-0.86846	-1.11252	-1.34742	-1.72755	-9.78961	1.67912	-13.50364	-2.22824	-1.82316	-2.2278	-1.99963	-2.79074
-3.27715	-1.32467	-6.00779	-2.90161	-3.31756	-0.07516	-6.02007	-1.12812	-0.97022	-3.34417	-1.50659	-4.04484	-0.86701	-1.05562	-1.34722	-1.71433	-9.76235	-0.70303	-13.49955	-1.14601	-1.82057	-2.22382	-1.99962	-2.79074
-3.2653	-1.38118	-6.00712	-2.92105	-3.31229	-0.17058	-6.01945	-1.12013	-0.96951	-3.37792	-1.50642	-4.06472	-0.86224	-1.2578	-1.34675	-1.70365	-9.72105	-0.60193	-13.49238	-0.29801	-1.81796	-2.21983	-1.99962	-2.79074
-3.24291	-1.15078	-6.00511	-2.89399	-3.30432	-0.27874	-6.01571	-1.12781	-0.96502	-3.27448	-1.50585	-4.05276	-0.85972	-1.39199	-1.34659	-1.69991	-9.70173	-0.55107	-13.49214	1.09427	-1.81533	-2.21585	-1.99961	-2.79073
-3.22509	-1.06595	-6.00444	-2.89688	-3.2828	-0.21934	-6.01413	-1.13161	-0.95886	-3.44475	-1.50574	-4.04301	-0.85838	-1.29271	-1.3462	-1.717	-9.64397	1.09904	-13.48854	-1.04679	-1.81269	-2.21181	-1.9996	-2.79073
-3.22258	-1.19454	-5.99801	-2.87847	-3.27005	0.00653	-6.0111	-1.11891	-0.95788	-3.31271	-1.50543	-4.06213	-0.85611	-1.28637	-1.34558	-1.6774	-9.61523	-0.35974	-13.48811	0.54424	-1.81003	-2.20765	-1.9996	-2.79073
-3.20829	-1.04501	-5.99738	-2.88169	-3.25603	-0.14793	-6.00902	-1.12484	-0.95414	-3.45893	-1.50521	-4.05164	-0.85266	-1.33693	-1.34527	-1.7324	-9.60311	0.65786	-13.48759	-3.92305	-1.80735	-2.20389	-1.99959	-2.79072
-3.2003	-1.06491	-5.99562	-2.86736	-3.25171	-0.02381	-6.00663	-1.13299	-0.94708	-3.38412	-1.50455	-4.02532	-0.8512	-1.19673	-1.34521	-1.69287	-9.58832	0.08888	-13.48603	-0.38887	-1.80465	-2.20035	-1.99959	-2.79072
-3.18792	-1.10828	-5.99273	-2.90671	-3.24745	-0.01446	-6.00402	-1.13598	-0.94395	-3.3469	-1.50422	-4.01007	-0.84671	-1.34138	-1.34471	-1.7193	-9.56073	-0.41413	-13.48423	-0.76725	-1.80194	-2.19726	-1.99958	-2.79072
-3.17798	-1.0437	-5.99057	-2.91234	-3.23272	-0.02388	-6.00157	-1.12565	-0.94105	-3.45738	-1.50376	-4.04262	-0.84367	-1.16078	-1.34436	-1.72088	-9.55707	-0.56423	-13.48109	-0.88896	-1.79921	-2.19535	-1.99958	-2.79071
-3.16107	-1.08316	-5.99002	-2.90964	-3.22023	-0.09806	-6.00029	-1.11676	-0.93951	-3.24509	-1.50318	-4.07947	-0.83987	-1.27938	-1.3443	-1.71732	-9.53438	-1.73751	-13.47919	-0.68023	-1.79646	-2.19808	-1.99957	-2.79071
-3.15813	-1.19357	-5.98628	-2.89665	-3.20473	-0.13239	-6.00002	-1.1232	-0.93782	-3.31617	-1.50298	-4.04925	-0.83796	-1.0416	-1.34389	-1.71885	-9.51218	-1.21544	-13.47882	-2.14771	-1.79369	-2.58093	-1.99956	-2.79071
-3.14858	-1.05322	-5.98392	-2.89643	-3.19914	-0.15042	-5.99332	-1.12798	-0.93681	-3.43638	-1.50254	-4.03362	-0.83695	-1.05613	-1.34362	-1.70361	-9.49627	-0.47999	-13.47838	0.85001	-1.7909	-2.1591	-1.99956	-2.7907
-3.13635	-0.90633	-5.97921	-2.8801	-3.19105	-0.0121	-5.99127	-1.10348	-0.93078	-3.36224	-1.50194	-4.05306	-0.8351	-1.02733	-1.34345	-1.70485	-9.4764	0.78844	-13.47811	-2.42206	-1.7881	-2.1626	-1.99955	-2.7907
-3.11334	-0.90828	-5.9789	-2.91236	-3.18205	0.02702	-5.9898	-1.12868	-0.92795	-3.37846	-1.5018	-4.03215	-0.83306	-1.33065	-1.34287	-1.74489	-9.45924	-1.64339	-13.47803	-0.98217	-1.78528	-2.16067	-1.99955	-2.7907
-3.10836	-0.96911	-5.97553	-2.88759	-3.17449	-0.16457	-5.98774	-1.09803	-0.92336	-3.1735	-1.50151	-4.04603	-0.82902	-1.20005	-1.34275	-1.74301	-9.44449	-1.4641	-13.47161	0.02779	-1.78244	-2.15741	-1.99954	-2.79069
-3.09657	-0.91334	-5.97234	-2.90349	-3.15104	-0.06686	-5.98465	-1.11572	-0.92157	-3.40311	-1.50119	-4.04676	-0.82764	-1.17751	-1.34245	-1.71617	-9.43497	-1.2797	-13.46792	-0.26651	-1.77958	-2.1536	-1.99953	-2.79069
-3.07433	-1.13599	-5.97096	-2.88507	-3.14033	-0.01777	-5.98235	-1.12091	-0.91945	-3.20944	-1.50074	-4.05392	-0.82395	-1.2055	-1.34208	-1.7226	-9.40916	-0.30412	-13.46722	-0.82063	-1.77671	-2.1495	-1.99953	-2.79068
-3.05979	-0.82874	-5.96875	-2.86429	-3.13747	0.0959	-5.98073	-1.09719	-0.91823	-3.35098	-1.50067	-4.07247	-0.82169	-1.16846	-1.34172	-1.70365	-9.36764	-0.88157	-13.4653	-0.64763	-1.77382	-2.14534	-1.99952	-2.79068
-3.05099	-0.79141	-5.9683	-2.86182	-3.12025	-0.01593	-5.97985	-1.10463	-0.91445	-3.23435	-1.50026	-4.04212	-0.81942	-1.09841	-1.34147	-1.70196	-9.31777	-1.05931	-13.46027	-1.69847	-1.77091	-2.14103	-1.99951	-2.79068
-3.04304	-0.74852	-5.9661	-2.8772	-3.11903	0.12694	-5.97777	-1.11592	-0.91224	-3.38262	-1.49989	-4.02737	-0.81779	-0.92944	-1.34099	-1.72023	-9.2571	1.09797	-13.4572	-1.012	-1.76799	-2.13656	-1.99951	-2.79067
-3.03834	-1.01933	-5.96326	-2.89119	-3.1089	0.00813	-5.97666	-1.12215	-0.91091	-3.25486	-1.49952	-4.05762	-0.81218	-1.1334	-1.34076	-1.76146	-9.23857	-1.06491	-13.4502	-0.99093	-1.76504	-2.132	-1.9995	-2.79067
-3.0188	-0.94591	-5.96058	-2.86678	-3.09687	0.038	-5.97228	-1.11541	-0.90812	-3.43544	-1.49908	-4.0336	-0.80905	-1.27101	-1.34021	-1.71808	-9.21212	-0.70959	-13.44719	-1.4795	-1.76208	-2.12737	-1.9995	-2.79067
-3.00833	-0.87296	-5.95869	-2.88672	-3.07756	0.07884	-5.97087	-1.11113	-0.90385	-3.26537	-1.49877	-4.06401	-0.80812	-1.06889	-1.33998	-1.717	-9.20142	-0.37727	-13.44556	2.19436	-1.7591	-2.12269	-1.99949	-2.79066
-3.00688	-1.00254	-5.95601	-2.87001	-3.06943	-0.00493	-5.96787	-1.11422	-0.9015	-3.36043	-1.49832	-4.03286	-0.80442	-1.19202	-1.33938	-1.71609	-9.19723	-0.64792	-13.44482	-2.22448	-1.75611	-2.11795	-1.99948	-2.79066
-2.98533	-0.85102	-5.95245	-2.8536	-3.06665	0.03044	-5.96523	-1.10349	-0.89943	-3.07062	-1.49786	-4.03315	-0.80369	-1.08194	-1.33896	-1.73403	-9.16444	-0.70097	-13.44446	-0.45519	-1.7531	-2.11317	-1.99948	-2.79066
-2.97072	-0.96222	-5.9504	-2.86091	-3.04347	0.07049	-5.96485	-1.1	-0.89647	-3.32693	-1.49744	-4.00613	-0.80104	-1.16178	-1.33866	-1.71799	-9.13012	0.31064	-13.44082	-2.69535	-1.75007	-2.10834	-1.99947	-2.79065
-2.96456	-0.63318	-5.94748	-2.87806	-3.02988	0.02333	-5.96104	-1.10595	-0.88951	-3.20158	-1.49669	-4.00613	-0.79747	-1.19677	-1.33858	-1.6831	-9.10809	-0.47937	-13.43897	-0.14869	-1.74702	-2.10347	-1.99946	-2.79065
-2.95631	-0.6755	-5.94594	-2.88609	-3.02022	0.2603	-5.95937	-1.10401	-0.88454	-3.27187	-1.49651	-4.05049	-0.79664	-1.04568	-1.33836	-1.71129	-9.08498	-1.03279	-13.43644	0.08855	-1.74396	-2.09856	-1.99946	-2.79064
-2.95024	-0.78555	-5.94448	-2.87225	-2.99952	0.18145	-5.95512	-1.10045	-0.88305	-3.22264	-1.49627	-4.04233	-0.79435	-1.1643	-1.33804	-1.71759	-9.06938	-0.84758	-13.43495	-2.71192	-1.74087	-2.0936	-1.99945	-2.79064
-2.9351	-0.6786	-5.94261	-2.89508	-2.98462	0.06201	-5.95201	-1.10329	-0.88007	-3.14939	-1.49623	-4.01873	-0.78955	-1.06701	-1.33786	-1.69942	-9.05913	0.89999	-13.42813	-0.0794	-1.73778	-2.08861	-1.99944	-2.79064
-2.92312	-0.55094	-5.9422	-2.88083	-2.98076	0.19439	-5.95141	-1.09667	-0.87644	-3.20812	-1.49589	-4.02692	-0.78755	-1.0493	-1.33749	-1.69885	-9.04087	-0.76813	-13.42769	1.21061	-1.73466	-2.08357	-1.99944	-2.79063
-2.91328	-0.74409	-5.93915	-2.89508	-2.97391	0.07087	-5.94822	-1.10278	-0.8739	-3.16801	-1.49529	-4.02937	-0.78401	-1.00879	-1.33698	-1.71713	-9.03466	0.67779	-13.42759	-2.60282	-1.73153	-2.07851	-1.99943	-2.79063
-2.907	-0.79427	-5.93717	-2.8391	-2.96801	0.14418	-5.9467	-1.08854	-0.8736	-3.21398	-1.49512	-4.05442	-0.7814	-1.16626	-1.33669	-1.71549	-8.99545	-0.36885	-13.42485	-0.36395	-1.72838	-2.07339	-1.99942	-2.79062
-2.89991	-0.58897	-5.93525	-2.85637	-2.95864	0.00289	-5.9456	-1.10327	-0.86692	-3.20521	-1.49438	-4.03735	-0.77762	-1.09767	-1.33658	-1.73361	-8.99462	0.04754	-13.42241	-0.05871	-1.72521	-2.06824	-1.99942	-2.79062
-2.8851	-0.48007	-5.93172	-2.87713	-2.94569	0.18377	-5.94438	-1.10397	-0.86393	-3.31028	-1.49413	-4.03925	-0.77517	-1.1167	-1.3361	-1.70403	-8.97103	-0.50357	-13.41844	-2.95871	-1.72203	-2.06306	-1.99941	-2.79062
-2.87221	-0.40503	-5.93044	-2.85265	-2.92401	0.25903	-5.94251	-1.09514	-0.86195	-3.15519	-1.49405	-4.00675	-0.76987	-1.18486	-1.33589	-1.71131	-8.93094	-0.90553	-13.41842	-0.03303	-1.71883	-2.05784	-1.9994	-2.79061
-2.85225	-0.78771	-5.92657	-2.86022	-2.91537	0.30193	-5.94045	-1.09845	-0.85899	-3.19481	-1.49374	-4.04336	-0.76766	-1.02772	-1.33554	-1.72571	-8.91454	-0.39294	-13.41561	0.86613	-1.71561	-2.05258	-1.99939	-2.79061
-2.85107	-0.3958	-5.9248	-2.87096	-2.91082	0.19207	-5.93744	-1.10787	-0.85475	-3.1952	-1.49337	-4.02655	-0.76638	-1.0286	-1.33512	-1.70921	-8.83762	2.18342	-13.41224	-0.5638	-1.71237	-2.04728	-1.99939	-2.7906
-2.84589	-0.86221	-5.92235	-2.846	-2.90013	0.27763	-5.93547	-1.08843	-0.85276	-3.22246	-1.49318	-4.05392	-0.76484	-0.9761	-1.33495	-1.70998	-8.82499	-1.33466	-13.41188	0.77705	-1.70912	-2.04195	-1.99938	-2.7906
-2.83529	-0.6006	-5.91981	-2.84233	-2.89732	0.19714	-5.93428	-1.10751	-0.84766	-3.0914	-1.49267	-4.03507	-0.7624	-0.9505	-1.33453	-1.72728	-8.81018	-0.4433	-13.41043	-1.32752	-1.70585	-2.03659	-1.99937	-2.79059
-2.82505	-0.37642	-5.91879	-2.86124	-2.89126	0.19813	-5.93089	-1.09227	-0.84515	-3.08598	-1.4926	-4.06834	-0.75662	-1.10118	-1.33432	-1.71233	-8.80477	-1.03985	-13.40734	0.61487	-1.70257	-2.03119	-1.99937	-2.79059
-2.8125	-0.53615	-5.91693	-2.86137	-2.87502	0.21113	-5.93048	-1.10551	-0.84503	-3.29187	-1.49212	-3.98411	-0.75578	-0.98237	-1.33384	-1.70576	-8.78213	-0.90422	-13.40672	0.04592	-1.69927	-2.02575	-1.99936	-2.79059
-2.79153	-0.77126	-5.91414	-2.85132	-2.86322	0.23052	-5.92744	-1.09971	-0.84311	-3.20683	-1.49173	-4.02686	-0.75359	-1.10446	-1.33372	-1.69811	-8.76578	-0.18342	-13.40161	0.12125	-1.69595	-2.02027	-1.99935	-2.79058
-2.78707	-0.29086	-5.912	-2.85033	-2.84163	0.18288	-5.92487	-1.0947	-0.83839	-3.06244	-1.49153	-4.05819	-0.75229	-0.97937	-1.33326	-1.70798	-8.74944	-0.34674	-13.4005	0.88435	-1.69261	-2.01476	-1.99934	-2.79058
-2.78139	-0.55586	-5.91181	-2.86988	-2.83576	0.12568	-5.92218	-1.11002	-0.83777	-3.18818	-1.49118	-4.03593	-0.74984	-1.24724	-1.33301	-1.71154	-8.72973	0.38514	-13.39657	-0.23593	-1.68926	-2.00919	-1.99934	-2.79057
-2.7727	-0.41478	-5.90805	-2.86492	-2.81971	0.19332	-5.92055	-1.08754	-0.83605	-3.13626	-1.49099	-4.03892	-0.74703	-1.21796	-1.33259	-1.70168	-8.70733	-0.24634	-13.39626	0.54071	-1.68589	-2.0037	-1.99933	-2.79057
-2.75288	-0.50352	-5.90633	-2.83977	-2.8109	0.27464	-5.91734	-1.0848	-0.83027	-3.10033	-1.49033	-4.02436	-0.74593	-0.95339	-1.33238	-1.69771	-8.67893	-0.59219	-13.3944	-0.54701	-1.68251	-1.99806	-1.99932	-2.79056
-2.74389	-0.42227	-5.90589	-2.87704	-2.80768	0.57388	-5.91522	-1.09664	-0.82708	-3.15016	-1.48999	-4.04165	-0.74432	-0.88244	-1.33208	-1.7286	-8.65194	-0.58572	-13.38873	-0.89904	-1.67911	-1.99241	-1.99931	-2.79056
-2.7352	-0.54583	-5.90406	-2.87991	-2.79202	0.27938	-5.914	-1.08251	-0.82358	-3.07664	-1.48963	-4.01123	-0.73944	-1.11314	-1.33174	-1.69955	-8.63646	1.28412	-13.38665	0.90829	-1.67569	-1.98673	-1.99931	-2.79056
-2.71758	-0.35386	-5.90182	-2.84373	-2.77534	0.24776	-5.91211	-1.10244	-0.81963	-3.21825	-1.48901	-4.03138	-0.7381	-1.19692	-1.33129	-1.70111	-8.61795	0.57334	-13.38566	-0.22688	-1.67225	-1.98102	-1.9993	-2.79055
-2.70407	-0.19442	-5.9	-2.85559	-2.75959	0.42599	-5.9094	-1.09063	-0.8142	-3.13492	-1.48878	-4.03962	-0.73112	-1.13842	-1.33105	-1.70388	-8.59884	-0.49813	-13.38205	-1.11539	-1.6688	-1.97528	-1.99929	-2.79055
-2.6897	-0.62444	-5.89735	-2.85903	-2.74652	0.31574	-5.90707	-1.09978	-0.81301	-3.11108	-1.48864	-4.03908	-0.73026	-1.15944	-1.33095	-1.70016	-8.59649	-1.14953	-13.38158	-2.85912	-1.66533	-1.96951	-1.99928	-2.79054
-2.68455	-0.28077	-5.89585	-2.86087	-2.7433	0.2837	-5.90582	-1.08743	-0.81172	-3.11446	-1.48811	-4.05255	-0.72682	-1.00282	-1.33053	-1.69845	-8.55732	-1.01533	-13.37963	-1.02546	-1.66185	-1.96371	-1.99928	-2.79054
-2.67323	-0.24638	-5.8916	-2.83248	-2.73795	0.55884	-5.90492	-1.09301	-0.81004	-3.06475	-1.48753	-4.03613	-0.72461	-1.08829	-1.33033	-1.72393	-8.55082	-1.04897	-13.37542	-0.32248	-1.65835	-1.95787	-1.99927	-2.79053
